date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2024-07-24,#Innovation,7611,38322,0.67,South Korea
2025-02-25,#EcoFriendly,103981,186674,-0.4,Turkey
2024-09-04,#Innovation,3361,7235,0.81,India
2024-12-25,#Politics,132795,731867,0.91,France
2025-02-03,#History,37683,211256,-0.01,South Korea
2025-04-01,#DeepLearning,82202,231399,-0.43,Japan
2025-04-25,#MachineLearning,157708,278626,0.13,China
2024-08-08,#DeepLearning,129957,238807,0.97,Nigeria
2024-07-15,#SpaceX,149119,314487,0.9,Russia
2024-05-28,#Education,169932,651909,0.24,Indonesia
2024-12-20,#Hiking,159839,485136,0.05,Egypt
2025-01-22,#ClimateChange,5634,29936,0.14,Italy
2025-01-04,#TechNews,131211,732635,-0.36,Nigeria
2024-10-22,#Gaming,14447,46264,0.98,Egypt
2025-01-13,#ClimateChange,34960,111299,-0.75,Egypt
2025-03-02,#Innovation,37615,205695,-0.6,India
2025-03-20,#Foodie,85342,461098,0.73,India
2024-10-19,#Elections2025,55610,266267,-0.23,China
2025-01-20,#MentalHealth,120766,551621,-0.61,Egypt
2024-06-18,#Robotics,117881,196476,-0.72,France
2024-07-07,#RemoteWork,171870,518888,-0.12,Egypt
2025-05-08,#TechNews,141528,644692,0.68,Spain
2024-12-23,#SelfCare,12096,19211,-0.16,USA
2024-08-22,#Startup,12116,23972,-0.95,Nigeria
2024-11-17,#Finance,106669,486430,0.45,Nigeria
2024-08-20,#Sustainability,99986,407728,0.86,South Korea
2024-12-07,#Gaming,194437,613839,0.78,South Korea
2024-09-12,#Gaming,144146,811962,0.59,Germany
2025-02-12,#Education,166939,864331,-0.9,Italy
2024-07-24,#Fashion,97152,339195,-0.79,Australia
2025-01-16,#NFT,82392,165650,-0.92,Japan
2025-05-03,#Elections2025,122930,679253,-0.6,Spain
2024-11-19,#ViralVideo,155075,827039,0.89,UK
2025-01-20,#FitnessGoals,107926,341387,0.19,Nigeria
2024-09-18,#Business,41927,190367,0.33,Spain
2024-10-12,#BreakingNews,199194,1122969,0.44,Turkey
2024-06-05,#Art,61452,237910,0.18,USA
2025-03-20,#MachineLearning,87463,143956,-0.66,Spain
2024-05-31,#Elections2025,146486,776085,-0.72,South Africa
2025-04-30,#Fashion,180201,278310,0.61,Indonesia
2024-10-19,#Movies,102509,480577,-0.04,Italy
2025-01-07,#BigData,116706,283249,-0.15,USA
2024-11-10,#Stocks,73768,344156,-0.34,Italy
2024-09-26,#Investing,19602,59038,-0.78,South Africa
2025-01-24,#FitnessGoals,118275,600484,0.33,Brazil
2024-10-06,#Motivation,104154,466772,-0.2,Egypt
2025-03-31,#Robotics,112427,269179,0.7,Canada
2024-10-27,#MetGala,187576,966671,-0.81,Italy
2024-10-05,#Robotics,3839,16799,0.73,Australia
2024-11-06,#CyberSecurity,8684,44944,0.96,Australia
2024-10-19,#Python,118843,337307,0.81,South Korea
2025-05-01,#RemoteWork,58062,109881,0.75,South Korea
2024-07-16,#EcoFriendly,68794,321959,0.92,Australia
2024-11-13,#Health,30161,55160,0.06,India
2025-04-07,#IoT,172827,1012913,0.06,Brazil
2024-11-15,#Robotics,102141,440140,0.18,Spain
2024-12-31,#SmartCity,141073,253132,0.15,Australia
2024-12-25,#ViralVideo,41489,84543,0.96,Spain
2025-02-25,#5G,66166,323193,0.81,Australia
2024-07-20,#SelfCare,198589,329192,-0.05,Indonesia
2025-01-26,#Python,183492,615935,0.66,Germany
2024-08-06,#Coding,99446,259800,-0.51,Nigeria
2024-11-24,#Motivation,45195,137856,-0.04,Brazil
2025-04-22,#Motivation,164399,758806,0.99,Spain
2024-08-22,#CyberSecurity,137066,394156,0.96,UK
2025-03-16,#Crypto,155537,465515,0.24,UK
2025-02-21,#Motivation,197756,731229,-0.31,Turkey
2025-03-16,#Photography,199836,809938,0.94,Mexico
2025-04-24,#CyberSecurity,53329,203536,-0.64,South Korea
2024-10-23,#MetGala,108434,508246,0.96,Mexico
2025-04-02,#Elections2025,148295,727867,0.58,UK
2025-02-12,#Elections2025,117702,608142,0.82,Mexico
2025-01-29,#Elections2025,160288,925038,0.17,Nigeria
2025-04-29,#Health,57108,133884,0.89,Australia
2025-03-03,#Art,94955,546041,-0.77,Canada
2025-05-19,#BigData,110123,566357,0.54,India
2025-03-15,#Movies,155897,279083,-0.78,South Africa
2025-02-13,#Motivation,110788,429575,-0.46,Egypt
2025-05-24,#Robotics,195297,611293,-0.99,UK
2025-02-18,#Blockchain,159857,906298,-0.74,Nigeria
2024-08-02,#Gaming,113524,647643,0.06,Spain
2024-12-15,#History,13626,49834,-0.43,UK
2024-10-27,#SelfCare,110355,195112,-0.37,Brazil
2025-02-03,#5G,144099,240750,-0.32,Brazil
2025-03-31,#Crypto,18229,87564,-0.47,Mexico
2024-06-30,#SpaceX,94053,155802,-0.3,Turkey
2024-08-07,#Entrepreneur,24391,43564,-0.63,Egypt
2025-01-18,#Finance,113221,456613,-0.26,South Korea
2024-12-29,#SmartCity,197214,644102,-0.74,Mexico
2024-09-10,#Blockchain,65472,247189,0.49,Australia
2024-10-01,#History,108940,610272,-0.52,Brazil
2024-12-06,#Startup,14534,47873,0.2,Mexico
2024-08-29,#Business,88805,208199,-0.87,Brazil
2024-07-05,#CyberSecurity,87577,328359,-0.43,Mexico
2024-10-12,#Business,185411,712403,0.53,Japan
2024-06-09,#EcoFriendly,95364,525710,-0.67,South Africa
2024-08-10,#ClimateChange,132032,651671,-0.55,Canada
2025-01-25,#Investing,191127,800540,-0.31,Canada
2024-10-01,#Cloud,21459,74592,-0.11,Russia
2024-06-18,#EcoFriendly,117951,539631,0.53,Australia
2024-07-15,#FitnessGoals,46982,126006,0.07,Australia
2025-03-16,#MusicMonday,28782,140063,0.86,Mexico
2024-09-21,#Motivation,28104,158698,0.77,Japan
2025-02-17,#TechNews,8235,14523,-0.58,Canada
2024-09-24,#Stocks,97076,353146,0.99,Egypt
2025-05-21,#Nature,131896,754354,0.35,China
2024-08-31,#5G,44674,145701,-0.24,Canada
2024-09-26,#TechNews,100823,516702,0.98,Japan
2024-07-08,#Nature,35888,106748,-0.18,Spain
2025-05-16,#MachineLearning,26588,63482,-0.97,China
2024-09-16,#Finance,106173,262081,-0.48,Spain
2024-08-06,#MetGala,121538,570450,-0.89,Russia
2025-04-03,#Politics,24388,114626,0.99,Nigeria
2025-01-08,#Motivation,67849,341220,0.68,Turkey
2025-05-18,#5G,108504,203365,-0.23,Turkey
2024-08-24,#ClimateChange,22615,83514,-0.2,Russia
2024-06-03,#Sustainability,85897,226892,0.28,Nigeria
2024-11-04,#Sustainability,90856,300142,0.39,France
2025-01-10,#DeepLearning,173996,601724,0.02,Mexico
2024-10-30,#NFT,108066,399226,-0.14,USA
2024-10-23,#TravelTuesday,81806,470862,0.24,Turkey
2024-08-07,#ViralVideo,152839,700117,0.69,Spain
2024-08-12,#BigData,126737,716934,-0.19,Germany
2025-04-09,#NFT,26741,134046,-0.24,Egypt
2025-03-12,#SmartCity,138833,591773,0.7,Egypt
2024-08-20,#MachineLearning,67289,244316,0.97,Japan
2025-04-03,#IoT,132191,740308,-0.37,Turkey
2024-09-18,#Blockchain,121836,206524,0.47,South Africa
2024-11-19,#Startup,23619,87274,-0.39,Germany
2025-01-16,#BreakingNews,176371,850181,-0.74,Japan
2024-10-05,#Stocks,90883,296111,0.59,Spain
2024-09-13,#Art,100939,471898,-0.81,Nigeria
2025-05-22,#Blockchain,199201,453220,0.24,Egypt
2025-03-24,#Python,169149,478107,-0.39,South Korea
2025-01-20,#Fashion,24149,80055,0.72,Indonesia
2025-04-15,#Nature,176043,961124,-0.65,UK
2024-07-05,#Innovation,78917,230494,0.75,China
2024-12-02,#IoT,61364,223153,0.22,Spain
2025-04-29,#Science,53888,124177,-0.57,USA
2024-11-08,#Blockchain,194292,921019,-0.73,Mexico
2024-09-06,#Productivity,97993,367947,-0.64,Brazil
2024-12-22,#Motivation,64525,385343,-0.79,Egypt
2024-08-15,#Vegan,36096,58599,-0.94,India
2024-06-23,#Science,149124,705521,0.83,Mexico
2024-06-15,#DataScience,65271,105490,-0.77,South Africa
2024-07-02,#Cloud,94035,170757,-0.46,Brazil
2025-02-13,#BigData,34841,102699,0.04,South Korea
2024-09-11,#DeepLearning,102189,392443,0.79,USA
2025-02-20,#Vegan,174033,807003,0.94,Nigeria
2024-11-08,#Elections2025,64245,248561,0.02,Mexico
2024-09-23,#DataScience,163408,741017,0.99,Italy
2024-07-21,#MachineLearning,168076,956174,0.55,France
2024-07-04,#Nature,134889,223738,0.07,France
2025-02-17,#AI,169061,886959,-0.25,USA
2024-11-06,#RemoteWork,32860,147448,-0.51,South Korea
2024-12-16,#TravelTuesday,20749,79481,0.06,Nigeria
2024-10-07,#FitnessGoals,14482,82497,0.46,UK
2025-05-20,#Foodie,99151,182021,-0.31,Brazil
2024-10-14,#Investing,65063,212032,0.94,Turkey
2025-01-04,#Adventure,44131,236768,-0.6,USA
2024-08-15,#Analytics,59207,320822,-0.3,Australia
2024-11-03,#Blockchain,193969,871467,-0.11,Brazil
2024-09-10,#Motivation,117036,237063,-0.34,Indonesia
2025-01-13,#TechNews,60321,344618,0.01,Japan
2024-10-30,#Finance,101981,514544,0.52,Germany
2025-02-23,#CyberSecurity,155815,236358,-0.11,Nigeria
2024-07-05,#FoodPorn,35434,97685,-0.2,South Korea
2024-12-17,#Gaming,164982,617108,0.23,Indonesia
2024-11-26,#ViralVideo,107551,582728,0.65,UK
2025-02-02,#Entrepreneur,106702,593689,0.68,France
2025-04-02,#Blockchain,73072,389507,-0.12,Egypt
2025-01-14,#Movies,14790,79412,-0.69,South Korea
2024-07-04,#Education,101344,250912,0.72,Australia
2024-07-16,#Oscars,120047,589602,-0.18,Germany
2024-06-08,#5G,96675,174240,0.49,India
2025-03-02,#Business,68251,151224,-0.43,Turkey
2024-06-17,#Politics,20478,82530,1.0,South Africa
2025-03-02,#Adventure,9000,42343,0.07,Canada
2024-12-07,#Coding,152994,740515,0.22,UK
2024-07-06,#Foodie,21750,108566,-0.3,Indonesia
2025-05-16,#EcoFriendly,77019,238039,0.52,Russia
2024-06-03,#BreakingNews,182130,1073523,-0.87,Germany
2025-02-13,#Hiking,127059,335146,0.49,UK
2025-03-25,#Education,199516,681915,0.66,Germany
2025-01-21,#Books,52301,87470,-0.59,Nigeria
2025-02-14,#FitnessGoals,196339,701556,0.14,Russia
2024-06-18,#Oscars,127489,404744,0.87,Brazil
2024-12-14,#ViralVideo,113266,293903,0.8,Indonesia
2024-12-25,#Stocks,129482,684616,0.33,Russia
2024-12-15,#Cloud,19804,87205,-0.35,India
2024-11-17,#Business,163991,790185,0.61,Japan
2024-08-31,#AIArt,90168,431891,-0.23,Italy
2025-04-29,#BreakingNews,98946,456382,0.83,Italy
2024-07-02,#Sustainability,149289,645260,-0.78,Egypt
2024-07-13,#Motivation,77010,297823,-0.93,Japan
2024-06-28,#Books,145366,741774,-0.88,Spain
2024-09-28,#MentalHealth,15013,47935,-0.08,South Korea
2024-10-26,#AIArt,111409,568943,0.67,Germany
2025-03-09,#TravelTuesday,190690,1010435,-0.55,Canada
2024-08-18,#Investing,44300,184314,0.84,India
2025-02-01,#MusicMonday,43869,82551,-0.53,France
2025-02-25,#Startup,20782,108846,0.63,China
2025-04-10,#Entrepreneur,76766,311932,-0.13,Japan
2024-08-05,#MetGala,74010,335823,0.18,Germany
2024-09-22,#MachineLearning,146079,571364,-0.57,France
2025-03-25,#Adventure,2211,12713,-0.42,Russia
2025-01-05,#Nature,141536,531340,0.84,Canada
2025-02-28,#BigData,157277,729848,-0.77,Australia
2024-11-07,#BreakingNews,70643,358475,0.93,South Africa
2024-07-31,#NFT,9768,23392,-0.54,Spain
2025-04-28,#AI,126121,440845,0.85,China
2024-07-25,#Gaming,37498,102995,-0.79,Russia
2024-08-12,#Oscars,196393,381491,0.15,Indonesia
2024-08-20,#History,183476,468354,-0.39,Russia
2025-04-29,#MentalHealth,28971,92929,0.82,Brazil
2025-05-19,#Movies,27485,147019,-0.5,Russia
2025-02-09,#FitnessGoals,178167,479259,-0.06,China
2024-07-04,#Nature,18260,57001,0.3,India
2024-06-21,#Books,191257,459592,0.18,South Africa
2024-11-27,#Coding,189929,456968,-0.37,Germany
2024-09-05,#Elections2025,173016,512016,-0.37,UK
2025-05-20,#DeepLearning,135776,471239,0.81,Japan
2025-02-14,#SmartCity,21464,55507,-0.69,UK
2025-04-16,#SpaceX,198596,730326,-0.67,Turkey
2024-09-18,#Hiking,89452,339154,-0.09,Brazil
2025-04-30,#SelfCare,30275,117761,0.07,Brazil
2024-06-13,#ViralVideo,28062,89413,-0.8,Italy
2024-05-31,#SpaceX,32133,55815,0.96,Mexico
2025-03-26,#NFT,114157,305489,0.45,Australia
2024-09-13,#Oscars,94352,377406,0.08,South Africa
2024-11-20,#Python,125298,660257,-0.54,Brazil
2025-02-24,#TechNews,179453,423167,0.45,Italy
2025-02-15,#FoodPorn,111744,490457,-0.3,Japan
2025-01-29,#Sustainability,180657,353997,0.79,Spain
2024-08-08,#Oscars,73549,215502,0.85,Mexico
2024-12-09,#Innovation,50130,133870,-0.99,UK
2025-05-05,#Python,62412,324488,0.65,South Africa
2024-12-08,#Python,79681,320544,-0.52,South Korea
2024-10-27,#Vegan,77047,351975,-0.6,Egypt
2025-04-06,#Art,16645,86428,-0.64,Indonesia
2025-04-21,#MentalHealth,9849,40022,-0.26,Italy
2025-02-26,#CyberSecurity,75731,444266,0.65,Spain
2024-12-19,#Sustainability,88954,332293,-0.08,Indonesia
2025-01-06,#Art,177516,639322,0.42,South Africa
2025-02-12,#Startup,134580,455190,-0.13,Indonesia
2025-05-14,#Science,107796,164876,0.06,Australia
2024-09-26,#Motivation,49143,156607,0.1,China
2025-01-02,#Travel,41578,80506,-0.25,South Africa
2024-07-19,#Travel,82555,489735,-0.8,France
2024-07-07,#Startup,186711,325559,0.99,China
2025-05-23,#Innovation,153994,529119,0.26,Indonesia
2024-06-13,#Foodie,31871,81630,0.62,USA
2025-01-20,#Science,48402,256786,-0.81,Spain
2024-07-09,#Nature,80406,311032,0.91,Italy
2024-08-06,#MachineLearning,57133,294234,-0.13,Indonesia
2025-01-17,#Photography,13438,66725,0.13,Indonesia
2025-01-02,#Crypto,15013,84943,0.03,USA
2025-03-17,#NFT,63720,155130,0.28,Brazil
2025-01-08,#NFT,198996,362211,-0.78,Mexico
2025-01-12,#Finance,94220,456856,-0.01,USA
2024-12-25,#Blockchain,13521,74326,-0.37,Nigeria
2024-10-26,#RemoteWork,81056,358925,0.76,South Africa
2024-07-10,#EcoFriendly,120630,597058,-0.37,Germany
2025-01-02,#Movies,184197,296721,0.97,Germany
2024-08-24,#Startup,78016,386779,-0.4,Russia
2025-02-18,#MusicMonday,197918,978431,0.1,South Africa
2024-07-29,#MetGala,191716,704409,0.14,Australia
2024-12-04,#Gaming,119221,368284,-0.84,Canada
2024-10-05,#Travel,132871,437417,0.64,Indonesia
2024-09-17,#EcoFriendly,192280,983363,-0.43,USA
2025-04-26,#SelfCare,51292,284715,-0.01,South Korea
2025-02-17,#Investing,145316,553825,0.93,Nigeria
2025-04-02,#MachineLearning,51246,135378,-0.39,Nigeria
2025-01-05,#Innovation,55787,243179,0.94,Egypt
2024-07-12,#Coding,124229,521826,-0.55,France
2024-08-08,#Finance,113089,277803,0.29,France
2024-06-14,#Hiking,49217,169926,0.07,China
2025-05-04,#Business,146352,770249,-0.63,USA
2024-09-15,#EcoFriendly,111690,207599,-0.57,Brazil
2025-01-24,#Robotics,133913,717114,0.19,USA
2024-10-27,#Motivation,16847,59872,-0.59,Mexico
2024-08-21,#SelfCare,168646,703477,-0.83,Turkey
2024-09-18,#SmartCity,139838,742354,0.25,India
2024-09-16,#NFT,96124,544898,-0.38,India
2024-11-30,#CyberSecurity,120055,531732,-0.16,Mexico
2024-08-24,#Movies,57831,265225,-0.81,France
2024-06-03,#Books,81746,464836,0.38,France
2025-02-25,#ClimateChange,63441,230361,-0.37,UK
2025-02-10,#Python,29576,116731,-0.44,Germany
2024-11-20,#Fashion,127356,517817,-0.91,Brazil
2024-08-30,#BigData,198665,1168611,-0.11,China
2024-08-06,#Photography,22064,70468,0.6,South Korea
2025-02-04,#Science,199347,1009700,0.12,Indonesia
2025-03-04,#EcoFriendly,96739,570550,0.42,Brazil
2025-01-11,#BreakingNews,8719,26782,0.56,Turkey
2024-11-03,#IoT,51015,266723,0.59,Russia
2024-06-01,#RemoteWork,124274,495008,0.38,USA
2024-08-12,#EcoFriendly,101539,548275,0.99,South Africa
2024-06-28,#Sustainability,19579,92838,0.16,Russia
2024-11-13,#Vegan,147830,766891,-0.46,Canada
2024-07-30,#Business,155779,804588,-0.44,France
2024-12-21,#Education,81030,176416,-0.97,Egypt
2024-10-25,#AIArt,2813,8997,-0.74,Japan
2025-02-11,#Startup,14188,56986,0.51,Indonesia
2024-09-15,#Adventure,123537,478665,0.35,Egypt
2024-10-17,#IoT,11863,46117,0.93,Italy
2025-03-06,#SmartCity,176600,406782,0.0,China
2024-11-21,#Robotics,25223,46598,0.44,Japan
2024-12-23,#TechNews,154712,346682,-0.68,Indonesia
2025-02-02,#Entrepreneur,35679,67110,-0.36,Nigeria
2025-04-30,#Analytics,20149,67650,0.0,Canada
2025-05-04,#CyberSecurity,156174,866724,-0.35,South Korea
2024-08-28,#Movies,159858,889926,0.7,France
2024-08-31,#Python,162531,958629,0.25,Germany
2024-07-16,#FitnessGoals,116845,429254,0.23,Mexico
2025-05-25,#FoodPorn,191930,424885,0.87,Indonesia
2024-12-20,#TechNews,78778,137091,0.81,Turkey
2025-05-12,#History,172705,858018,-0.76,Brazil
2024-09-17,#Entrepreneur,43633,179063,0.67,China
2025-04-02,#Elections2025,24322,99938,0.41,UK
2024-10-14,#EcoFriendly,156082,906088,0.8,South Africa
2025-03-10,#MentalHealth,136992,574396,-0.47,Indonesia
2025-04-02,#Travel,104072,314469,0.69,South Korea
2024-10-28,#Sustainability,85064,144550,0.92,Spain
2025-01-31,#Productivity,42876,216161,-0.17,Italy
2025-05-15,#SpaceX,184290,793901,0.13,South Korea
2024-11-03,#Productivity,71148,354184,-0.48,Russia
2024-10-07,#TravelTuesday,180124,849942,0.21,China
2025-01-28,#Fashion,124055,269311,0.91,South Korea
2024-06-23,#History,159848,297741,0.8,Turkey
2024-09-16,#Movies,76636,285243,-0.43,Russia
2024-10-04,#Crypto,63182,353495,0.88,Canada
2024-12-15,#Stocks,9587,31769,-0.82,Australia
2024-11-05,#EcoFriendly,6341,10517,-0.04,Egypt
2025-01-26,#FitnessGoals,159215,789542,-0.53,Japan
2024-06-19,#SpaceX,140163,264423,0.59,Canada
2024-06-16,#AIArt,39334,204475,0.25,USA
2024-09-04,#Python,161562,570632,0.91,India
2024-12-05,#Vegan,67776,334880,0.92,Japan
2024-06-23,#Blockchain,157843,727463,-0.62,Indonesia
2025-01-31,#ViralVideo,145335,769490,0.76,Turkey
2024-09-03,#Fashion,153027,718489,0.98,South Korea
2024-06-14,#Gaming,68101,266084,-0.47,Mexico
2025-01-17,#DeepLearning,126168,275411,0.08,USA
2024-06-02,#Business,58327,172392,0.91,Nigeria
2024-11-14,#Business,143800,361637,0.65,Mexico
2024-11-29,#Python,64697,309657,0.72,Canada
2025-01-20,#EcoFriendly,18282,71299,0.51,Indonesia
2025-01-20,#Movies,150856,465973,0.2,Italy
2025-05-27,#BreakingNews,158922,728407,0.81,South Africa
2024-07-31,#5G,101945,404493,0.07,Turkey
2024-05-30,#MetGala,31282,86634,0.68,Germany
2024-08-28,#ClimateChange,75769,286454,-0.83,Italy
2025-04-09,#Nature,65436,112512,0.9,France
2025-01-09,#Business,184508,1050618,-0.22,Egypt
2025-01-24,#BreakingNews,119055,402017,-0.36,Japan
2024-10-13,#AI,71371,294735,-0.12,India
2025-02-28,#Cloud,151554,462161,0.44,India
2024-11-06,#Sustainability,62668,268962,-0.17,Spain
2024-11-09,#EcoFriendly,16318,61127,-0.57,Nigeria
2025-02-15,#Art,172641,491795,-0.31,Spain
2024-07-12,#Investing,108394,227034,-0.64,Indonesia
2024-09-03,#Art,23660,89746,-0.28,South Korea
2024-12-17,#DataScience,160840,841412,0.02,Nigeria
2024-11-03,#NFT,94806,545596,0.37,India
2025-01-30,#Stocks,59758,250923,0.5,Canada
2025-02-16,#SelfCare,101344,567571,-0.8,Nigeria
2025-05-14,#Movies,57207,140728,-0.02,Mexico
2025-05-01,#TravelTuesday,24178,66235,-0.31,Mexico
2025-03-21,#Productivity,67737,389079,0.15,India
2025-01-16,#Politics,138766,403830,0.82,Canada
2025-04-29,#Cloud,179201,400777,0.22,India
2024-09-08,#TravelTuesday,123852,328186,0.29,South Africa
2025-05-20,#BreakingNews,83179,264019,0.18,Turkey
2024-12-21,#Analytics,5953,10229,0.97,Turkey
2024-08-23,#RemoteWork,116167,184582,-0.38,Brazil
2024-09-29,#TechNews,125245,413444,0.18,South Korea
2025-05-04,#Politics,117338,183016,0.38,Italy
2025-03-30,#Hiking,100509,193188,0.75,India
2025-03-20,#TravelTuesday,90381,136935,0.67,UK
2024-11-15,#Startup,184936,748422,-0.53,USA
2024-07-16,#Foodie,178878,1059300,-0.99,Nigeria
2025-05-27,#Cloud,151563,804891,0.7,India
2024-10-05,#Adventure,38838,68965,-0.85,Mexico
2024-08-30,#History,41574,218498,0.63,Japan
2024-11-24,#ViralVideo,94219,454515,0.37,Brazil
2025-05-22,#Innovation,187655,442304,0.41,Mexico
2024-09-22,#Innovation,131273,577763,-0.97,Australia
2025-04-22,#Coding,13093,46177,-0.21,Egypt
2025-03-20,#Innovation,168929,901208,0.26,Germany
2025-03-25,#MentalHealth,37515,212627,-0.83,Germany
2024-09-09,#Crypto,43210,195948,-0.94,USA
2025-05-11,#DataScience,132629,387947,-0.17,Egypt
2025-02-18,#Vegan,90103,285792,0.69,Japan
2024-08-01,#BreakingNews,51765,223827,0.36,Canada
2025-05-22,#Productivity,18018,70301,-0.95,Spain
2025-04-05,#Foodie,175697,437949,-0.35,Canada
2024-12-18,#MetGala,22333,101700,0.3,Germany
2025-01-31,#Health,179644,764027,-0.84,South Korea
2024-08-08,#Nature,122922,553733,-0.55,Indonesia
2025-01-26,#Politics,1694,8311,-0.09,Nigeria
2024-10-17,#Photography,91640,200314,-0.37,France
2024-07-03,#MetGala,79720,325747,0.1,France
2024-09-07,#DeepLearning,173766,366475,-0.91,Nigeria
2024-12-13,#Art,90709,339652,0.57,Nigeria
2025-04-13,#Innovation,144006,331881,0.0,Turkey
2024-11-13,#Foodie,112733,506011,-0.34,Brazil
2025-02-03,#Travel,98045,580487,-0.47,Germany
2024-08-27,#Art,171842,429253,0.12,France
2025-03-17,#Books,80128,180834,-0.89,France
2024-12-21,#5G,148852,879883,-0.37,Mexico
2024-10-07,#WorldCup,110820,321861,0.86,Japan
2024-12-08,#Adventure,134626,731154,0.59,Japan
2024-07-27,#Nature,183586,964887,-0.62,Italy
2025-01-17,#SpaceX,64447,183443,0.35,South Korea
2025-02-21,#ViralVideo,47952,265311,-0.41,India
2024-11-16,#FoodPorn,94875,429863,-0.62,Nigeria
2025-05-18,#MentalHealth,140999,496649,-0.1,South Africa
2024-11-10,#DeepLearning,114359,636201,0.52,Russia
2024-10-24,#ViralVideo,1327,2850,-0.12,China
2024-09-07,#Movies,94661,470302,0.03,Germany
2024-12-27,#TravelTuesday,18218,86620,0.31,Canada
2024-11-21,#SelfCare,164662,929043,-0.51,Brazil
2024-07-11,#Science,157142,490252,0.04,India
2025-01-28,#IoT,144402,432136,-0.87,Germany
2025-02-11,#Stocks,91526,543718,-0.07,Italy
2025-02-20,#Hiking,106772,574911,0.13,Japan
2024-10-26,#BreakingNews,55621,125616,-0.13,South Africa
2025-04-09,#Vegan,69290,242876,0.92,Russia
2025-02-27,#ClimateChange,78117,182624,0.86,Australia
2024-10-25,#Stocks,15830,24204,0.49,Australia
2025-02-23,#Entrepreneur,142491,560587,0.33,Turkey
2024-08-15,#Entrepreneur,45092,127973,-0.89,Nigeria
2024-07-26,#ClimateChange,64413,260193,0.45,South Korea
2024-08-30,#SmartCity,112395,542201,-0.34,Turkey
2024-06-06,#ViralVideo,86244,387680,0.89,UK
2025-02-05,#Python,49305,149993,-0.75,Mexico
2024-12-10,#Education,144402,225096,-0.23,India
2024-09-20,#SelfCare,59357,181388,-0.11,Brazil
2025-02-01,#Python,112183,412854,-0.71,France
2025-02-14,#Foodie,141508,514664,0.53,Brazil
2025-01-10,#Robotics,137020,324694,-0.24,Turkey
2024-09-12,#SpaceX,120251,561374,0.36,Brazil
2024-07-29,#Oscars,193556,474656,0.46,Italy
2024-08-24,#Stocks,17100,51633,0.66,France
2024-08-12,#Books,159418,380858,0.33,Australia
2024-10-25,#Health,87571,154014,-0.35,Egypt
2024-11-15,#IoT,25006,133708,-0.71,China
2025-05-04,#Gaming,195126,720307,-0.21,Turkey
